50 100 300
-12.0496 -23.6998
17.4668 34.5394
-15.7138 -30.3588
-13.7419 -25.9237
11.7012 25.2439
-14.3046 -26.7107
-10.2672 -21.2677
5.4201 12.6349
-24.2784 -47.6478
18.5642 38.6844
15.4870 32.6194
12.2375 23.7186
22.4662 46.1415
17.4970 35.2526
-0.6607 -0.2809
-3.5211 -7.3303
-6.7899 -13.3645
-19.1320 -36.8936
15.9822 33.8345
9.5461 17.3110
2.7113 6.4173
8.8411 18.1439
-2.8300 -4.3607
1.1347 3.8720
-12.3344 -24.9887
-5.2121 -9.0806
-18.4610 -36.6534
-13.2161 -25.3901
-15.2766 -29.8137
7.5616 16.4135
22.6833 45.1411
21.6489 45.3157
-22.8396 -43.5400
16.9073 36.2227
6.9528 15.4604
18.4121 38.6955
19.3096 39.8402
17.6827 35.7289
-6.2622 -11.6378
23.5652 47.5994
5.1750 11.2323
5.8620 12.0444
4.0437 8.2946
11.3847 23.2576
-7.9333 -15.0350
9.2016 19.9785
-19.3870 -37.7161
7.1763 15.7268
2.8076 6.3442
-3.0205 -5.1166
