50 100 300
-4.8011 22.5654
-12.5784 48.3176
12.9939 -32.0243
9.2154 -14.7494
1.9315 7.6462
-3.9180 16.1278
5.6608 -7.2957
-6.3010 38.5530
-5.5944 22.3614
8.0284 -20.2273
17.4984 -53.1918
1.4358 15.0241
13.7237 -40.1467
-11.5300 42.7675
-24.6190 86.0489
1.7155 19.2197
-1.8957 19.3150
23.8356 -69.3069
-7.1238 31.2503
-16.9594 71.0788
14.5920 -50.9054
22.1955 -69.2433
8.0150 -15.7771
-1.3137 11.2417
15.9834 -35.4375
-20.6991 72.1804
-9.5097 40.8923
1.1701 3.6808
-14.9603 52.3502
-14.4282 48.3141
-12.1212 34.9667
-7.3096 34.7074
9.7499 -19.4435
18.1965 -49.0821
4.9834 -8.0936
-4.5850 12.5445
-20.1758 69.8269
-16.1177 58.2666
-17.7244 62.2010
13.5284 -26.1583
14.8983 -35.9933
16.1174 -43.8183
-15.7024 58.5472
4.2846 -3.6826
-22.6161 76.1202
16.1184 -35.4344
-5.0295 17.1330
-20.3668 71.0704
18.9784 -41.4396
-5.0710 17.7514
